P20,1160,15,SW_PROGRAMMING
P20,1175,9,SW_TEST
P20,1184,19,SW_PROGRAMMING
P20,1203,7,SW_TEST
P20,1210,15,SW_PROGRAMMING
P20,1225,5,SW_TEST
P20,1230,25,SW_PROGRAMMING
P20,1255,10,SW_TEST
P20,1265,13,SW_PROGRAMMING
P20,1278,12,SW_TEST
P20,1290,10,SW_PROGRAMMING
P20,1300,10,SW_TEST
P20,1310,0,FINISH
P21,0,82,HW_BUILD
P21,82,52,HW_TEST
P21,134,102,HW_DEBUGGING
P21,236,37,INFORMATION_SEARCHING
P21,273,253,HW_BUILD
P21,526,84,SW_PROGRAMMING
P21,610,18,SW_TEST
P21,628,77,SW_PROGRAMMING
P21,705,41,SW_PROGRAMMING
P21,746,55,SW_PROGRAMMING
P21,801,46,SW_TEST
P21,847,27,SW_PROGRAMMING
P21,874,19,SW_TEST
P21,893,35,SW_PROGRAMMING
P21,928,10,SW_TEST
P21,938,61,SW_PROGRAMMING
P21,999,10,SW_PROGRAMMING
P21,1009,18,SW_PROGRAMMING
P21,1027,39,SW_PROGRAMMING
P21,1066,8,SW_TEST
P21,1074,43,SW_PROGRAMMING
P21,1117,10,SW_TEST
P21,1127,92,SW_PROGRAMMING
P21,1219,6,SW_TEST
P21,1225,0,FINISH
P25,0,59,HW_BUILD
P25,59,29,INFORMATION_SEARCHING
P25,88,122,HW_BUILD
P25,210,16,INFORMATION_SEARCHING
P25,226,74,HW_BUILD
P25,300,45,HW_TEST
P25,345,55,HW_DEBUGGING
P25,400,36,HW_TEST
P25,436,174,SW_PROGRAMMING
P25,610,50,SW_TEST
P25,660,99,SW_PROGRAMMING
P25,759,31,SW_TEST
P25,790,60,SW_PROGRAMMING
P25,850,49,SW_TEST
P25,899,289,SW_PROGRAMMING
P25,1188,10,SW_DEBUGGING
P25,1198,165,SW_DEBUGGING
P25,1363,12,SW_TEST
P25,1375,67,SW_DEBUGGING
P25,1442,40,SW_TEST
P25,1482,50,SW_PROGRAMMING
P25,1532,4,SW_DEBUGGING
P25,1536,287,SW_DEBUGGING
P25,1823,8,SW_TEST
P25,1831,0,FINISH
